ScreenName,AuthorID,TweetID,Text,TweetDate,isReply,RetweetCount,ReplyCount,LikeCount,QuoteCount,Language,PossibleSensitive,Source,1stURLStart,1stURLEnd,1stURL,1stURLExp,2ndURLStart,2ndURLEnd,2ndURL,2ndURLExp,3rdURLStart,3rdURLEnd,3rdURL,3rdURLExp
LindseyGrahamSC,432895323,1489268888542101517,"While President Biden deserves credit for approving this counterterrorism raid in Syria, our southern border and the debacle in Afghanistan remain unaddressed and present credible national security threats to our nation.",2022-02-03 16:05:46+00:00,True,13,26,92,3,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1489268887300546562,"Unfortunately, the Biden Administration is deaf, dumb &amp; blind when it comes to the growing radical Islamic threats emerging from Afghanistan and how a completely porous and unsecured southern border presents an opportunity for terrorism to make its way back to the United States.",2022-02-03 16:05:46+00:00,True,10,68,63,6,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1489268886155542531,"This operation again shows why forward-deployed American forces, working with allies and partners on the ground, must continue to exist in troubled regions. It is imperative we hit them before they hit us.",2022-02-03 16:05:46+00:00,True,8,14,73,4,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1489268884750446593,I really appreciate the counterterrorism operation authorized by President Biden and conducted in northwest Syria to kill Abu Ibrahim al-Hashimi al-Qurayshi. I applaud the efforts of those involved who killed a vicious terrorist who threatened our nation and the world at large.,2022-02-03 16:05:46+00:00,False,70,724,754,55,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1488924839704510469,"Great fellowship today with my colleagues @SenatorTimScott and @WhipClyburn. 

Very proud of who we are in South Carolina. 

Smiling Faces, Beautiful Places! https://t.co/2pxb88t09i",2022-02-02 17:18:39+00:00,False,75,882,740,127,en,False,Twitter for iPhone,158,181,https://t.co/2pxb88t09i,https://twitter.com/LindseyGrahamSC/status/1488924839704510469/photo/1,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1488899142814416901,"Sending additional forces is the right signal, and over time more may be warranted.",2022-02-02 15:36:32+00:00,True,38,380,346,34,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1488899139895189506,"I completely support the Biden Administration’s decision to send more U.S. troops to bolster NATO allies in the face of Russian aggression.
 
It is imperative that NATO meet the moment and that we stand firmly against Putin’s efforts to divide the alliance.",2022-02-02 15:36:32+00:00,False,281,2968,1997,497,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1488638551143202816,My thoughts and prayers are with @SenatorLujan and his family. Praying for a speedy recovery.,2022-02-01 22:21:02+00:00,False,24,147,228,3,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1488538518125219847,"There are a lot of mysteries and unanswered questions in this world.
 
However, as to who is the GOAT in pro football, there is no mystery: @TomBrady by multiple touchdowns.
 
Well done, Tom! 🐐",2022-02-01 15:43:33+00:00,False,29,412,375,23,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1487807151712182273,Speaking with @margbrennan this morning on @FaceTheNation about the latest on Ukraine-Russia and the upcoming Supreme Court nomination. https://t.co/nlPCedODJP,2022-01-30 15:17:21+00:00,False,25,690,117,32,en,False,TweetDeck,136,159,https://t.co/nlPCedODJP,https://twitter.com/FaceTheNation/status/1487550974889807876,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1487105059091529730,"Letting a person accused of shooting a police officer out on $250,000 bail reinforces the narrative we do not value police officers lives. 
 
The craziness needs to end.",2022-01-28 16:47:29+00:00,True,105,507,748,22,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1487105057581678594,"Wonder why there is such a spike in violent crimes against police officers?  This decision in New York is Exhibit A. 
 
https://t.co/GaFon0nAeI",2022-01-28 16:47:29+00:00,False,133,469,441,26,en,False,Twitter for iPhone,120,143,https://t.co/GaFon0nAeI,https://nypost.com/2022/01/27/nyc-teen-rapper-charged-with-shooting-nypd-cop-getting-out-on-bond/,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486764482219188225,"If Republicans take back the Senate, we need a full accounting of the secret flights and transportation costs to release illegal immigrants throughout the country as well as how many are actually being released.",2022-01-27 18:14:09+00:00,True,104,483,639,42,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486764481040596995,"Recent footage in New York showing planeloads of illegal immigrants being released in the middle of the night is both stunning and dangerous. 
 
https://t.co/nEH4l9hr0Z",2022-01-27 18:14:09+00:00,False,185,553,595,37,en,False,Twitter for iPhone,145,168,https://t.co/nEH4l9hr0Z,https://www.foxnews.com/politics/video-westchester-new-york-migrants-night-contractors,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486399049527869440,"Elections have consequences, and that is most evident when it comes to fulfilling vacancies on the Supreme Court.",2022-01-26 18:02:04+00:00,True,48,551,242,57,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486399048584212484,As to his replacement: If all Democrats hang together – which I expect they will – they have the power to replace Justice Breyer in 2022 without one Republican vote in support.,2022-01-26 18:02:03+00:00,True,45,502,283,93,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486399047745343500,"Justice Breyer has always shown great respect for the institution and his colleagues, and I wish him well in the next phase of his life.",2022-01-26 18:02:03+00:00,True,10,19,106,0,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486399046474473478,"I appreciate Justice Breyer’s service to our nation.

He has always been a scholar and a gentleman whose record on the Supreme Court is solidly in the liberal camp.",2022-01-26 18:02:03+00:00,False,36,325,379,15,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486352249316122625,Joining @AmericaNewsroom on @FoxNews at 10:00am. Tune in!,2022-01-26 14:56:05+00:00,False,15,330,138,20,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486332677653512195,"I’ll be speaking on @newsmax in just a few minutes. 
 
WATCH: https://t.co/w4FS4QDKXb",2022-01-26 13:38:19+00:00,False,15,326,107,23,en,False,Twitter for iPhone,62,85,https://t.co/w4FS4QDKXb,https://www.newsmaxtv.com/,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486154003457130498,Speaking with @seanhannity tonight at 9:00 pm.  Tune in!,2022-01-26 01:48:20+00:00,False,44,2343,598,127,en,False,TweetDeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1486084012124905473,"Sen. Graham on 'Kilmeade Show': Biden has been a 'wrecking ball' on national security his whole career

https://t.co/WurfBZDSIW",2022-01-25 21:10:13+00:00,False,94,485,455,30,en,False,Twitter for iPhone,104,127,https://t.co/WurfBZDSIW,https://www.foxnews.com/media/lindsey-graham-biden-national-security-ukraine-russia,NA,NA,NA,NA,NA,NA,NA,NA
LindseyGrahamSC,432895323,1485984731070181379,"Joining the Brian @Kilmeade Show on @foxnewsradio now. 

LISTEN: https://t.co/quTu5nLkDe",2022-01-25 14:35:42+00:00,False,8,196,88,5,en,False,Twitter for iPhone,65,88,https://t.co/quTu5nLkDe,https://radio.foxnews.com/player-files/radio-mobile.html?112917,NA,NA,NA,NA,NA,NA,NA,NA
